Estado - Sigla,Municipio,Cep,Data_semana,mean,median,sum,std
SC,SAO JOSE,88106-100,2023-01-09,5.39,5.39,5.39,
SC,SAO JOSE,88106-100,2023-02-13,5.39,5.39,5.39,
SC,SAO JOSE,88106-100,2023-02-20,5.39,5.39,5.39,
SC,SAO JOSE,88106-100,2023-02-27,5.39,5.39,5.39,
SC,SAO JOSE,88106-100,2023-03-06,5.39,5.39,5.39,
SC,SAO JOSE,88106-100,2023-03-13,5.39,5.39,5.39,
SC,SAO JOSE,88106-100,2023-03-20,5.39,5.39,5.39,
SC,SAO JOSE,88106-100,2023-03-27,5.29,5.29,5.29,
SC,SAO JOSE,88106-100,2023-04-03,5.29,5.29,5.29,
SC,SAO JOSE,88106-100,2023-04-10,5.29,5.29,5.29,
SC,SAO JOSE,88106-100,2023-04-17,5.69,5.69,5.69,
SC,SAO JOSE,88106-100,2023-04-24,5.49,5.49,5.49,
SC,SAO JOSE,88106-100,2023-05-01,5.49,5.49,5.49,
SC,SAO JOSE,88106-100,2023-05-08,5.29,5.29,5.29,
SC,SAO JOSE,88106-100,2023-05-15,5.29,5.29,5.29,
SC,SAO JOSE,88106-100,2023-05-29,5.19,5.19,5.19,
SC,SAO JOSE,88106-100,2023-06-05,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-06-12,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-06-19,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-06-26,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-07-03,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-07-10,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-07-17,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-07-24,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-07-31,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-08-07,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-08-14,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-08-21,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-08-28,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-09-04,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-09-11,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-09-18,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-09-25,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-10-02,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-10-09,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-10-16,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-10-23,4.64,4.64,4.64,
SC,SAO JOSE,88106-100,2023-10-30,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-11-06,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-11-13,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-11-20,4.59,4.59,4.59,
SC,SAO JOSE,88106-100,2023-11-27,4.59,4.59,4.59,
SC,SAO JOSE,88106-100,2023-12-04,4.59,4.59,4.59,
SC,SAO JOSE,88106-100,2023-12-11,4.59,4.59,4.59,
SC,SAO JOSE,88106-100,2023-12-18,4.99,4.99,4.99,
SC,SAO JOSE,88106-100,2023-12-25,4.99,4.99,4.99,
SC,SAO JOSE,88110-200,2023-01-09,5.59,5.59,5.59,
SC,SAO JOSE,88110-200,2023-07-17,4.99,4.99,4.99,
SC,SAO JOSE,88110-200,2023-08-14,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-01-09,5.59,5.59,5.59,
SC,SAO JOSE,88110-693,2023-01-16,5.59,5.59,5.59,
SC,SAO JOSE,88110-693,2023-02-13,5.39,5.39,5.39,
SC,SAO JOSE,88110-693,2023-02-20,5.39,5.39,5.39,
SC,SAO JOSE,88110-693,2023-02-27,5.39,5.39,5.39,
SC,SAO JOSE,88110-693,2023-03-06,5.39,5.39,5.39,
SC,SAO JOSE,88110-693,2023-03-13,5.39,5.39,5.39,
SC,SAO JOSE,88110-693,2023-03-20,5.39,5.39,5.39,
SC,SAO JOSE,88110-693,2023-03-27,5.39,5.39,5.39,
SC,SAO JOSE,88110-693,2023-04-03,5.29,5.29,5.29,
SC,SAO JOSE,88110-693,2023-04-10,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-04-17,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-06-26,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-07-03,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-07-10,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-07-17,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-07-24,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-07-31,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-08-07,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-08-21,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-08-28,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-09-04,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-09-11,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-09-18,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-09-25,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-10-02,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-10-09,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-10-16,4.89,4.89,4.89,
SC,SAO JOSE,88110-693,2023-10-23,4.64,4.64,4.64,
SC,SAO JOSE,88110-693,2023-10-30,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-11-06,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-11-13,4.99,4.99,4.99,
SC,SAO JOSE,88110-693,2023-11-20,4.54,4.54,4.54,
SC,SAO JOSE,88110-693,2023-12-04,4.44,4.44,4.44,
SC,SAO JOSE,88110-693,2023-12-11,4.49,4.49,4.49,
SC,SAO JOSE,88110-693,2023-12-18,4.49,4.49,4.49,
SC,SAO JOSE,88110-693,2023-12-25,4.49,4.49,4.49,
SC,SAO JOSE,88110-840,2023-08-14,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-01-16,5.39,5.39,5.39,
SC,SAO JOSE,88111-550,2023-02-13,5.39,5.39,5.39,
SC,SAO JOSE,88111-550,2023-02-20,5.39,5.39,5.39,
SC,SAO JOSE,88111-550,2023-02-27,5.39,5.39,5.39,
SC,SAO JOSE,88111-550,2023-03-06,5.39,5.39,5.39,
SC,SAO JOSE,88111-550,2023-03-13,5.39,5.39,5.39,
SC,SAO JOSE,88111-550,2023-03-20,5.39,5.39,5.39,
SC,SAO JOSE,88111-550,2023-03-27,5.29,5.29,5.29,
SC,SAO JOSE,88111-550,2023-04-03,5.29,5.29,5.29,
SC,SAO JOSE,88111-550,2023-04-10,5.29,5.29,5.29,
SC,SAO JOSE,88111-550,2023-04-24,5.49,5.49,5.49,
SC,SAO JOSE,88111-550,2023-05-01,5.49,5.49,5.49,
SC,SAO JOSE,88111-550,2023-05-08,5.49,5.49,5.49,
SC,SAO JOSE,88111-550,2023-05-15,5.49,5.49,5.49,
SC,SAO JOSE,88111-550,2023-05-22,5.29,5.29,5.29,
SC,SAO JOSE,88111-550,2023-06-05,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-06-12,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-06-19,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-06-26,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-07-03,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-07-10,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-07-17,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-07-24,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-07-31,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-08-07,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-08-14,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-08-21,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-08-28,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-09-04,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-09-11,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-09-18,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-09-25,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-10-02,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-10-09,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-10-16,4.89,4.89,4.89,
SC,SAO JOSE,88111-550,2023-10-23,4.89,4.89,4.89,
SC,SAO JOSE,88111-550,2023-10-30,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-11-06,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-11-13,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-11-20,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-11-27,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-12-04,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-12-11,4.99,4.99,4.99,
SC,SAO JOSE,88111-550,2023-12-18,4.89,4.89,4.89,
SC,SAO JOSE,88111-550,2023-12-25,4.89,4.89,4.89,
SC,SAO JOSE,88113-280,2023-01-09,5.39,5.39,5.39,
SC,SAO JOSE,88113-280,2023-02-13,5.39,5.39,5.39,
SC,SAO JOSE,88113-280,2023-02-20,5.39,5.39,5.39,
SC,SAO JOSE,88113-280,2023-02-27,5.39,5.39,5.39,
SC,SAO JOSE,88113-280,2023-03-06,5.39,5.39,5.39,
SC,SAO JOSE,88113-280,2023-03-13,5.39,5.39,5.39,
SC,SAO JOSE,88113-280,2023-03-20,5.39,5.39,5.39,
SC,SAO JOSE,88113-280,2023-03-27,5.29,5.29,5.29,
SC,SAO JOSE,88113-280,2023-04-03,5.29,5.29,5.29,
SC,SAO JOSE,88113-280,2023-04-10,5.29,5.29,5.29,
SC,SAO JOSE,88113-280,2023-04-17,5.69,5.69,5.69,
SC,SAO JOSE,88113-280,2023-04-24,5.49,5.49,5.49,
SC,SAO JOSE,88113-280,2023-05-01,5.49,5.49,5.49,
SC,SAO JOSE,88113-280,2023-05-15,5.49,5.49,5.49,
SC,SAO JOSE,88113-280,2023-05-22,5.29,5.29,5.29,
SC,SAO JOSE,88113-280,2023-05-29,5.19,5.19,5.19,
SC,SAO JOSE,88113-280,2023-06-05,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-06-12,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-06-26,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-07-03,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-07-10,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-07-17,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-07-24,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-07-31,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-08-07,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-08-21,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-08-28,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-09-04,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-09-11,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-09-18,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-09-25,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-10-02,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-10-09,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-10-16,4.89,4.89,4.89,
SC,SAO JOSE,88113-280,2023-10-23,4.89,4.89,4.89,
SC,SAO JOSE,88113-280,2023-10-30,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-11-06,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-11-13,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-11-20,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-12-04,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-12-11,4.99,4.99,4.99,
SC,SAO JOSE,88113-280,2023-12-18,4.89,4.89,4.89,
SC,SAO JOSE,88113-280,2023-12-25,4.89,4.89,4.89,
SC,TUBARAO,88701-010,2023-01-02,5.99,5.99,5.99,
SC,TUBARAO,88701-010,2023-01-09,5.99,5.99,5.99,
SC,TUBARAO,88701-010,2023-01-23,5.69,5.69,5.69,
SC,TUBARAO,88701-010,2023-01-30,5.69,5.69,5.69,
SC,TUBARAO,88701-010,2023-02-06,5.69,5.69,5.69,
SC,TUBARAO,88701-010,2023-02-13,5.69,5.69,5.69,
SC,TUBARAO,88701-010,2023-02-27,5.69,5.69,5.69,
SC,TUBARAO,88701-010,2023-03-06,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-03-13,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-03-20,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-04-03,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-04-10,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-04-17,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-04-24,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-05-01,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-05-08,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-05-22,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-05-29,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-06-05,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-06-12,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-06-26,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-07-03,5.29,5.29,5.29,
SC,TUBARAO,88701-010,2023-07-10,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-07-17,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-07-24,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-07-31,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-08-07,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-08-14,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-08-21,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-08-28,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-09-04,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-09-25,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-10-02,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-10-09,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-10-16,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-10-23,4.99,4.99,4.99,
SC,TUBARAO,88701-010,2023-10-30,5.09,5.09,5.09,
SC,TUBARAO,88701-010,2023-11-06,5.09,5.09,5.09,
SC,TUBARAO,88701-010,2023-11-13,5.09,5.09,5.09,
SC,TUBARAO,88701-010,2023-11-20,5.09,5.09,5.09,
SC,TUBARAO,88701-010,2023-12-04,5.09,5.09,5.09,
SC,TUBARAO,88701-010,2023-12-11,5.09,5.09,5.09,
SC,TUBARAO,88701-010,2023-12-18,5.09,5.09,5.09,
SC,TUBARAO,88701-010,2023-12-25,5.09,5.09,5.09,
SC,TUBARAO,88702-100,2023-01-02,5.99,5.99,5.99,
SC,TUBARAO,88702-100,2023-01-16,5.99,5.99,5.99,
SC,TUBARAO,88702-100,2023-04-10,5.12,5.12,5.12,
SC,TUBARAO,88702-100,2023-05-29,4.99,4.99,4.99,
SC,TUBARAO,88702-100,2023-10-30,4.99,4.99,4.99,
SC,TUBARAO,88702-100,2023-11-27,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-01-02,5.99,5.99,5.99,
SC,TUBARAO,88704-410,2023-01-16,5.99,5.99,5.99,
SC,TUBARAO,88704-410,2023-01-23,5.69,5.69,5.69,
SC,TUBARAO,88704-410,2023-01-30,5.69,5.69,5.69,
SC,TUBARAO,88704-410,2023-02-06,5.69,5.69,5.69,
SC,TUBARAO,88704-410,2023-02-13,5.69,5.69,5.69,
SC,TUBARAO,88704-410,2023-02-20,5.69,5.69,5.69,
SC,TUBARAO,88704-410,2023-02-27,5.69,5.69,5.69,
SC,TUBARAO,88704-410,2023-03-06,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-03-13,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-03-20,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-03-27,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-04-03,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-04-10,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-04-17,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-04-24,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-05-08,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-05-15,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-05-22,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-05-29,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-06-05,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-06-12,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-06-19,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-06-26,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-07-03,5.29,5.29,5.29,
SC,TUBARAO,88704-410,2023-07-10,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-07-17,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-07-24,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-07-31,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-08-07,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-08-14,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-08-21,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-08-28,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-09-04,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-09-11,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-09-18,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-09-25,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-10-02,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-10-09,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-10-16,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-10-23,4.99,4.99,4.99,
SC,TUBARAO,88704-410,2023-10-30,5.09,5.09,5.09,
SC,TUBARAO,88704-410,2023-11-06,5.09,5.09,5.09,
SC,TUBARAO,88704-410,2023-11-13,5.09,5.09,5.09,
SC,TUBARAO,88704-410,2023-11-20,5.09,5.09,5.09,
SC,TUBARAO,88704-410,2023-12-04,5.09,5.09,5.09,
SC,TUBARAO,88704-410,2023-12-11,5.09,5.09,5.09,
SC,TUBARAO,88704-410,2023-12-18,5.09,5.09,5.09,
SC,TUBARAO,88704-410,2023-12-25,5.09,5.09,5.09,
SC,TUBARAO,88704-700,2023-01-02,5.99,5.99,5.99,
SC,TUBARAO,88704-700,2023-01-09,5.99,5.99,5.99,
SC,TUBARAO,88704-700,2023-01-16,5.99,5.99,5.99,
SC,TUBARAO,88704-700,2023-01-23,5.69,5.69,5.69,
SC,TUBARAO,88704-700,2023-01-30,5.69,5.69,5.69,
SC,TUBARAO,88704-700,2023-02-06,5.39,5.39,5.39,
SC,TUBARAO,88704-700,2023-02-13,5.39,5.39,5.39,
SC,TUBARAO,88704-700,2023-02-20,5.39,5.39,5.39,
SC,TUBARAO,88704-700,2023-02-27,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-03-06,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-03-13,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-03-20,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-03-27,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-04-03,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-04-10,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-04-17,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-05-01,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-05-08,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-05-15,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-05-22,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-06-05,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-06-12,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-06-19,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-06-26,5.12,5.12,5.12,
SC,TUBARAO,88704-700,2023-07-03,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-07-10,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-07-17,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-07-24,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-07-31,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-08-07,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-08-14,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-08-21,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-08-28,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-09-04,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-09-11,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-09-18,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-09-25,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-10-02,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-10-09,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-10-16,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-10-23,4.99,4.99,4.99,
SC,TUBARAO,88704-700,2023-11-06,5.09,5.09,5.09,
SC,TUBARAO,88704-700,2023-11-13,5.09,5.09,5.09,
SC,TUBARAO,88704-700,2023-11-20,5.09,5.09,5.09,
SC,TUBARAO,88704-700,2023-11-27,5.09,5.09,5.09,
SC,TUBARAO,88704-700,2023-12-04,5.09,5.09,5.09,
SC,TUBARAO,88704-700,2023-12-11,5.09,5.09,5.09,
SC,TUBARAO,88704-700,2023-12-18,5.09,5.09,5.09,
SC,TUBARAO,88704-801,2023-01-02,6.19,6.19,6.19,
SC,TUBARAO,88704-801,2023-01-09,6.19,6.19,6.19,
SC,TUBARAO,88704-801,2023-01-16,6.09,6.09,6.09,
SC,TUBARAO,88704-801,2023-01-23,6.09,6.09,6.09,
SC,TUBARAO,88704-801,2023-01-30,5.99,5.99,5.99,
SC,TUBARAO,88704-801,2023-02-06,5.99,5.99,5.99,
SC,TUBARAO,88704-801,2023-02-13,5.99,5.99,5.99,
SC,TUBARAO,88704-801,2023-02-20,5.99,5.99,5.99,
SC,TUBARAO,88704-801,2023-03-06,5.99,5.99,5.99,
SC,TUBARAO,88704-801,2023-03-13,5.99,5.99,5.99,
SC,TUBARAO,88704-801,2023-03-20,5.99,5.99,5.99,
SC,TUBARAO,88704-801,2023-03-27,5.99,5.99,5.99,
SC,TUBARAO,88704-801,2023-04-03,5.99,5.99,5.99,
SC,TUBARAO,88704-801,2023-04-17,5.99,5.99,5.99,
SE,ARACAJU,49035-000,2023-01-09,5.09,5.09,5.09,
SE,ARACAJU,49035-000,2023-01-16,5.09,5.09,5.09,
SE,ARACAJU,49035-000,2023-01-23,5.09,5.09,5.09,
SE,ARACAJU,49035-000,2023-02-06,4.77,4.77,4.77,
SE,ARACAJU,49035-000,2023-02-13,4.77,4.77,4.77,
SE,ARACAJU,49035-000,2023-02-20,4.77,4.77,4.77,
SE,ARACAJU,49035-000,2023-02-27,4.77,4.77,4.77,
SE,ARACAJU,49035-000,2023-03-06,4.77,4.77,4.77,
SE,ARACAJU,49035-000,2023-03-13,4.77,4.77,4.77,
SE,ARACAJU,49035-000,2023-03-20,4.77,4.77,4.77,
SE,ARACAJU,49035-000,2023-03-27,4.77,4.77,4.77,
SE,ARACAJU,49035-000,2023-04-03,4.77,4.77,4.77,
SE,ARACAJU,49035-000,2023-04-10,4.77,4.77,4.77,
SE,ARACAJU,49035-000,2023-04-17,4.77,4.77,4.77,
SE,ARACAJU,49035-000,2023-04-24,4.77,4.77,4.77,
SE,ARACAJU,49035-000,2023-05-01,4.68,4.68,4.68,
SE,ARACAJU,49035-000,2023-05-08,4.68,4.68,4.68,
SE,ARACAJU,49035-000,2023-05-15,4.68,4.68,4.68,
SE,ARACAJU,49035-000,2023-05-22,4.68,4.68,4.68,
SE,ARACAJU,49035-000,2023-05-29,4.68,4.68,4.68,
SE,ARACAJU,49035-000,2023-06-05,4.68,4.68,4.68,
SE,ARACAJU,49035-000,2023-06-12,4.68,4.68,4.68,
SE,ARACAJU,49035-000,2023-06-19,4.68,4.68,4.68,
SE,ARACAJU,49035-000,2023-06-26,4.68,4.68,4.68,
SE,ARACAJU,49035-000,2023-07-03,4.99,4.99,4.99,
SE,ARACAJU,49035-000,2023-07-10,4.99,4.99,4.99,
SE,ARACAJU,49035-000,2023-07-17,4.99,4.99,4.99,
SE,ARACAJU,49035-000,2023-07-24,4.99,4.99,4.99,
SE,ARACAJU,49035-000,2023-07-31,4.99,4.99,4.99,
SE,ARACAJU,49035-000,2023-08-07,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-08-14,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-08-21,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-08-28,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-09-04,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-09-11,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-09-18,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-09-25,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-10-02,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-10-09,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-10-23,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-10-30,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-11-06,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-11-13,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-11-20,4.95,4.95,4.95,
SE,ARACAJU,49035-000,2023-11-27,5.19,5.19,5.19,
SE,ARACAJU,49035-000,2023-12-04,5.19,5.19,5.19,
SE,ARACAJU,49035-000,2023-12-11,5.19,5.19,5.19,
SE,ARACAJU,49035-000,2023-12-18,5.19,5.19,5.19,
SE,ARACAJU,49035-000,2023-12-25,5.19,5.19,5.19,
SE,ARACAJU,49042-190,2023-04-10,4.77,4.77,4.77,
SE,ARACAJU,49042-190,2023-05-01,4.77,4.77,4.77,
SE,ARACAJU,49042-190,2023-08-07,4.95,4.95,4.95,
SE,ARACAJU,49042-190,2023-10-02,4.95,4.95,4.95,
SE,ARACAJU,49055-210,2023-01-02,5.09,5.09,5.09,
SE,ARACAJU,49055-210,2023-01-09,5.09,5.09,5.09,
SE,ARACAJU,49055-210,2023-01-16,5.09,5.09,5.09,
SE,ARACAJU,49055-210,2023-01-23,5.09,5.09,5.09,
SE,ARACAJU,49055-210,2023-01-30,5.09,5.09,5.09,
